CALDAY,POSTAL_CD,MATERIAL,PRONOSTICO,PRONOSTICO_GRUPO,rank_$,Monto,MATERIAL,SKU,Descripcion,MATL_TYPE,Proveedor,HEIGHT,LENGHT,WIDTH,GROSS_WT,VOLUME,VOLUMEUNIT,Precio_Publico,Precio_Farmacia,Precio_IMS,FechaCreacion,CodigoSAT,FormaFarmaceutica,EstatusMaterial,Refrigerado,SALESORG,DISTR_CHAN,PROD_HIER,Familia,MATL_GRP_1,MATL_GRP_2,MATL_GRP_4,MATL_GRP_5,MATL_GRP_3,PI,SUB,EMP,BTO,COSTO,PRINCIPIOS_ACTIVOS,Impuesto1,Impuesto2,NEG,FARMA,NUEVO,NUEVO_FECHA_FIN,Comprador,Salud_Total,$MARGEN_BRUTO,%MARGEN_BRUTO,PACK_CODE,ATC4,Grupo_Artic_Externo,VOLUMEN_MARA,QGRP_MARA,Segmento,CATEGORIA_INVENADRO,CATEGORIA_MATERIALES,CFG_CLIENTE_SAP,Tipo_invenadro,Monto_deseado,Incluye_Refrigerados,Incluye_Psicotropicos,Incluye_Especialidades,Incluye_Genericos,Incluye_Dispositivos_Medicos,Incluye_Complementos_Alimenticios,Incluye_Dermatologico,Incluye_OTC,Incluye_Etico_Patente,cliente_sap,CP_CLIENTE,CATEGORIAS_PERMITIDAS,PIEZAS_PRONOSTICO
20251114,28984,000000000000032500,638.56,26,3987,15000000,32500,7501109928750,DRAMAMINE 50MG SACH 2 TAB      S,NHAW,1000081,5.000000000000000000,7.000000000000000000,0.500000000000000000,4.160000000000000000,17.500000000000000000,CCM,38.000000000000000000,24.560000000000000000,29.100000000000000000,2019-02-10,51171800,TAB,Disponible,General,MX01,P6,ESTOMACALES,FARMA OTC-LIBRE VTA,No aplica,No aplica,DRAMAMINE,MODELO,OTC,1.000000000000000000,6.000000000000000000,120.000000000000000000,null,24.310000000000000000,DIMENHIDRINATO,IVA 0%,IVA 0%,PBG,true,false,2019-05-11,Rafael Acevedo Roa,false,1.9817,0.09762068965517241,3151017,A04A9,F0000001,17.500000000000000000,Z1,OTC,OO,Otc,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",26
20251114,28984,000000000000009876,8950.15,11,409,15000000,9876,7501250838939,VASCUFLOW 250/225/25 MG 30 TAB,NHAW,1000454,5.000000000000000000,5.000000000000000000,12.200000000000000000,48.000000000000000000,178.560000000000000000,CCM,1264.020000000000000000,813.650000000000000000,992.260000000000000000,2019-02-10,51131809,TAB,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,Fase Oro,No aplica,VASCUL-FLOW,MODELO,Productos Éticos,1.000000000000000000,null,160.000000000000000000,null,813.650000000000000000,HESPERIDINA/DIOSMINA/DOBESILATO DE CALCIO,IVA 0%,IVA 0%,PBG,true,false,2019-05-11,Rafael Acevedo Roa,false,85.24009999999998,0.10999999999999999,255902,C05C0,F0000001,178.560000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",11
20251114,28984,000000000000009559,707.47,1,3803,15000000,9559,7501326000895,ARCOXIA 90 MG 7 CPR,NHAW,1002238,5.500000000000000000,2.500000000000000000,13.000000000000000000,12.000000000000000000,120.000000000000000000,CCM,1065.470000000000000000,707.470000000000000000,707.470000000000000000,2019-02-10,51142153,CPR,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,No aplica,No aplica,ARCOXIA,MODELO,Productos Éticos,1.000000000000000000,null,240.000000000000000000,null,707.470000000000000000,ETORICOXIB,IVA 0%,IVA 0%,PBG,true,false,2019-05-11,Ahtziri González Martínez,false,70.74699999999996,0.09999999999999994,742950,M01A3,F0000001,120.000000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",1
20251114,28984,000000000000008618,26028.13,79,66,15000000,8618,7501001246730,VAPORUB UNG 12X12 G,NHAW,1000416,7.700000000000000000,4.900000000000000000,9.500000000000000000,246.000000000000000000,382.200000000000000000,CCM,445.710000000000000000,329.470000000000000000,329.470000000000000000,2019-02-10,51161800,UNG,Disponible,General,MX01,P6,ANTIGRIPALES Y TOS,FARMA OTC-LIBRE VTA,No aplica,No aplica,VAPORUB,INFLEXIBLES FARMA,OTC,1.000000000000000000,null,30.000000000000000000,null,306.410000000000000000,ALCANFOR/MENTOL/EUCALIPTOL/ISOFLAVONOIDES/ACEITE DE TREMENTINA,IVA 0%,IVA 0%,LTA,true,false,2019-05-11,Luis Toral Aldaco,false,31.605975960000023,0.12095666268656725,9273013,R04A0,F0000006,382.200000000000000000,Z1,OTC,OO,Otc,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",79
20251114,28984,000000000000009877,2021.1000000000001,3,1956,15000000,9877,7501250838533,VASCUL-FLOW 250/225/25MG 20 TAB,NHAW,1000454,5.000000000000000000,4.000000000000000000,12.500000000000000000,30.000000000000000000,134.688000000000000000,CCM,1046.610000000000000000,673.700000000000000000,821.590000000000000000,2019-02-10,51131809,TAB,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,No aplica,No aplica,VASCUL-FLOW,MODELO,Productos Éticos,1.000000000000000000,null,200.000000000000000000,null,673.700000000000000000,HESPERIDINA/DIOSMINA/DOBESILATO DE CALCIO,IVA 0%,IVA 0%,PBG,true,false,2019-05-11,Rafael Acevedo Roa,false,70.57820000000004,0.11000000000000006,255901,C05C0,F0000001,134.688000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",3
20251114,28984,000000000000041141,16415.91,21,145,15000000,41141,7502209290020,DICYNONE 500 MG 20 CAPS,NHAW,1000233,5.100000000000000000,10.500000000000000000,2.500000000000000000,26.000000000000000000,137.800000000000000000,CCM,1155.690000000000000000,781.710000000000000000,924.560000000000000000,2019-06-20,51131805,CAPS,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,No aplica,No aplica,DICYNONE,MODELO,Productos Éticos,1.000000000000000000,null,120.000000000000000000,null,781.710000000000000000,ETAMSILATO,IVA 0%,IVA 0%,PBG,true,false,2019-09-18,Ahtziri González Martínez,false,65.01200000000006,0.10000000000000009,2852902,B02G0,F0000001,137.800000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",21
20251114,28984,000000000000000284,1632.56,4,2297,15000000,284,7501385494192,KERAL 25 MG 10 TAB,NHAW,1000012,4.500000000000000000,1.700000000000000000,11.700000000000000000,9.000000000000000000,91.872000000000000000,CCM,615.000000000000000000,408.140000000000000000,492.000000000000000000,2019-02-10,51142400,TAB,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,Fase Oro,No aplica,KERAL,INFLEXIBLES FARMA,Productos Éticos,1.000000000000000000,null,208.000000000000000000,null,359.160000000000000000,DEXKETOPROFENO,IVA 0%,IVA 0%,SBL,true,false,2019-05-11,Grecia Salazar Escorcia,false,43.56,0.119996694305942,304701,N02B0,F0000001,91.872000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",4
20251114,28984,000000000000009561,1291.74,1,2667,15000000,9561,7501326000888,ARCOXIA 90 MG 14 CPR,NHAW,1002238,5.500000000000000000,2.500000000000000000,13.000000000000000000,20.160000000000000000,132.000000000000000000,CCM,1945.380000000000000000,1291.740000000000000000,1291.740000000000000000,2019-02-10,51142153,CPR,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,Fase Oro,No aplica,ARCOXIA,MODELO,Productos Éticos,1.000000000000000000,null,240.000000000000000000,null,1291.740000000000000000,ETORICOXIB,IVA 0%,IVA 0%,PBG,true,false,2019-05-11,Ahtziri González Martínez,false,129.17399999999998,0.09999999999999998,742955,M01A3,F0000001,132.000000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",1
20251114,28984,000000000000001117,3326.82,6,1263,15000000,1117,7501098610872,LOGIMAX 5/47.5 MG 14 TAB,NHAW,1000029,4.000000000000000000,9.800000000000000000,4.000000000000000000,25.000000000000000000,172.872000000000000000,CCM,949.830000000000000000,554.470000000000000000,554.470000000000000000,2019-02-10,51121705,TAB,Disponible,General,MX01,P6,ETICOS,FARMA ETICOS,No aplica,No aplica,LOGIMAX,MODELO,Productos Éticos,1.000000000000000000,null,140.000000000000000000,null,482.760000000000000000,FELODIPINO/METOPROLOL,IVA 0%,IVA 0%,SBL,true,false,2019-05-11,Armando Romero,false,56.87003029999994,0.11780186904465975,5465830,C08B2,F0000001,172.872000000000000000,Z1,ETICO,EPEP,Ético Patente,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",6
20251114,28984,000000000000008622,1370.6000000000001,14,2582,15000000,8622,7590002037843,VICK PYRENA MIEL-L GRANU5G SB 5,NHAW,1000416,10.000000000000000000,2.500000000000000000,6.500000000000000000,38.000000000000000000,320.960000000000000000,CCM,141.470000000000000000,97.900000000000000000,97.900000000000000000,2019-02-10,51161800,GRAN,Disponible,General,MX01,P6,ANTIGRIPALES Y TOS,FARMA OTC-LIBRE VTA,No aplica,No aplica,VICK,INFLEXIBLES FARMA,OTC,1.000000000000000000,null,24.000000000000000000,null,90.750000000000000000,PARACETAMOL/FENILEFRINA,IVA 0%,IVA 0%,LTA,true,false,2019-05-11,Luis Toral Aldaco,false,9.93846628,0.12378211832108606,9272801,R05A0,F0000006,320.960000000000000000,Z1,OTC,OO,Otc,7021111,SPP,80000,S,S,N,N,N,S,N,S,S,7021111,28984,"[""RD"",""R3"",""R1"",""RE"",""22"",""EPEP"",""CACA"",""2G"",""R2"",""RG"",""OO""]",14
